method,query,product_id,score,rank,relevance_score
BM25,tds water tester,B07PFXN7MF,12.601019,8,0
BM25,tds water tester,B07Q4RYX78,12.551596,9,0
BM25,tds water tester,B01JYCVU2Q,12.166396,10,0
BM25,teacher supplies,B06VSL4JYR,16.427033,1,0
BM25,teacher supplies,B00407P4IW,12.73491,2,0
BM25,teacher supplies,B08XN4Z6NQ,12.661264,3,0
BM25,teacher supplies,B00MA6REVU,12.392573,4,0
BM25,teacher supplies,B01AXBFU78,12.301553,5,0
BM25,teacher supplies,B099BYPTCR,12.271725,6,0
BM25,teacher supplies,B00V5ZITGG,12.2125,7,0
BM25,teacher supplies,B07116BBJD,11.888011,8,0
BM25,teacher supplies,1952842034,11.135889,9,0
BM25,teacher supplies,B079SSQVML,10.894107,10,3
BM25,teak shower shelves,B074HH259J,24.443203,1,0
BM25,teak shower shelves,B004YR10L8,23.993752,2,0
BM25,teak shower shelves,B07GDKB76X,22.811416,3,0
BM25,teak shower shelves,B003M124X0,22.744941,4,0
BM25,teak shower shelves,B095BVCWFF,21.62854,5,0
BM25,teak shower shelves,B00TIRHUZE,17.801995,6,0
BM25,teak shower shelves,B0185SOM4I,15.472663,7,0
BM25,teak shower shelves,B07D9VVZ94,14.84643,8,0
BM25,teak shower shelves,B07DNPL5CV,14.096752,9,0
BM25,teak shower shelves,B003OBY5O4,13.898063,10,0
BM25,teal rugs for bedroom,B07PLCSM5J,24.03047,1,0
BM25,teal rugs for bedroom,B081F68CN3,22.852944,2,3
BM25,teal rugs for bedroom,B08CL2FHFV,22.447947,3,0
BM25,teal rugs for bedroom,B01MR0JRHO,22.004209,4,0
BM25,teal rugs for bedroom,B075Z16ZG3,20.537724,5,0
BM25,teal rugs for bedroom,B07TP7D7TQ,19.54064,6,0
BM25,teal rugs for bedroom,B07T8CZDV2,18.714394,7,0
BM25,teal rugs for bedroom,B073X5J24V,18.51198,8,0
BM25,teal rugs for bedroom,B085P1PWKV,18.440613,9,0
BM25,teal rugs for bedroom,B085P1PWC6,18.290526,10,0
BM25,team t-force vulcan z 16gb,B07T637L7T,50.848135,1,0
BM25,team t-force vulcan z 16gb,B07SNB3V77,36.642181,2,0
BM25,team t-force vulcan z 16gb,B07YCNXYL9,22.04712,3,3
BM25,team t-force vulcan z 16gb,B07GZ8PJPC,15.882292,4,0
BM25,team t-force vulcan z 16gb,B00IT5HT4S,13.886504,5,0
BM25,team t-force vulcan z 16gb,B0817FKWW9,13.101158,6,0
BM25,team t-force vulcan z 16gb,B01MYTUK1P,12.800098,7,0
BM25,team t-force vulcan z 16gb,B07RPT1J96,12.238186,8,0
BM25,team t-force vulcan z 16gb,B01KZFGHXS,12.078363,9,0
BM25,team t-force vulcan z 16gb,B08JMFJ2MJ,11.837447,10,0
BM25,tech deck halfpipe,B019K8KZSO,22.023262,1,1
BM25,tech deck halfpipe,B0885W1592,11.61201,2,0
BM25,tech deck halfpipe,B07T32HZWY,11.167386,3,0
BM25,tech deck halfpipe,B07QQTBY75,11.137228,4,0
BM25,tech deck halfpipe,B01MRNBFCO,10.934416,5,0
BM25,tech deck halfpipe,B0088LRCTA,10.924848,6,0
BM25,tech deck halfpipe,B07T8SQ9JB,10.708274,7,0
BM25,tech deck halfpipe,B019YN00BC,10.659727,8,0
BM25,tech deck halfpipe,B071DMV6Y3,10.442016,9,0
BM25,tech deck halfpipe,B085RX4JVP,10.381916,10,0
BM25,teen desk,B07JJHK8CL,13.181276,1,0
BM25,teen desk,B078XCDVVR,13.117306,2,0
BM25,teen desk,B096NGDH3Q,12.145134,3,0
BM25,teen desk,B07XTK7H5L,11.498756,4,0
BM25,teen desk,1641523379,10.598518,5,0
BM25,teen desk,B089B68BWQ,10.467137,6,0
BM25,teen desk,B07QDH2R4T,10.401436,7,0
BM25,teen desk,B002CVTYYI,10.398053,8,0
BM25,teen desk,1641261145,10.236098,9,0
BM25,teen desk,B076F9Y757,9.847708,10,0
BM25,teen lap desk,B09CSXQFKH,19.770851,1,3
BM25,teen lap desk,B0876PLPFX,19.726853,2,0
BM25,teen lap desk,B08521DY8N,17.562695,3,0
BM25,teen lap desk,B01MAUGLDO,15.755624,4,0
BM25,teen lap desk,B07C66B8XL,14.807659,5,0
BM25,teen lap desk,B08R568N5Q,13.952744,6,0
BM25,teen lap desk,B07QCRFLN7,13.736052,7,0
BM25,teen lap desk,B07JJHK8CL,13.181276,8,0
BM25,teen lap desk,B078XCDVVR,13.117306,9,0
BM25,teen lap desk,B01A81FBQS,12.369858,10,0
BM25,teen sweatshirts,B089QF5J7R,16.960444,1,0
BM25,teen sweatshirts,B076BG3S6Y,15.287279,2,0
BM25,teen sweatshirts,B08ZDPJCG2,14.610388,3,0
BM25,teen sweatshirts,B085YBK8BZ,13.600714,4,0
BM25,teen sweatshirts,B08124JR9X,13.234929,5,0
BM25,teen sweatshirts,B07GR5QQDS,12.370799,6,0
BM25,teen sweatshirts,B07M6P841C,11.6624,7,0
BM25,teen sweatshirts,B07VW6YJKW,11.614021,8,0
BM25,teen sweatshirts,B07K7J54WG,11.416605,9,0
BM25,teen sweatshirts,B08GQ7G6CH,11.321164,10,0
BM25,teeth are not for biting board book,B01CPUSHSO,18.278565,1,0
BM25,teeth are not for biting board book,B075C781HQ,18.125581,2,0
BM25,teeth are not for biting board book,B08T9CL5T9,18.105655,3,0
BM25,teeth are not for biting board book,B07JJQ6R9P,18.075277,4,0
BM25,teeth are not for biting board book,B07MR4HS9G,17.891854,5,0
BM25,teeth are not for biting board book,1680524577,17.812121,6,0
BM25,teeth are not for biting board book,0803731930,17.544163,7,0
BM25,teeth are not for biting board book,B07L8KY65Z,17.523658,8,0
BM25,teeth are not for biting board book,B07SBDTB4D,17.275524,9,0
BM25,teeth are not for biting board book,1680528149,17.223871,10,0
BM25,temparory hair dyefor kids,B07P6ZG28Y,12.407829,1,0
BM25,temparory hair dyefor kids,B01LYEOHLD,12.185026,2,0
BM25,temparory hair dyefor kids,B07WF9PVZ5,11.667259,3,0
BM25,temparory hair dyefor kids,B078J1888B,11.653842,4,0
BM25,temparory hair dyefor kids,B082BC1H5W,11.256155,5,0
BM25,temparory hair dyefor kids,B077CN3T3W,10.897718,6,0
BM25,temparory hair dyefor kids,B0006BDTC4,10.664251,7,0
BM25,temparory hair dyefor kids,B07JHW8RV5,10.609237,8,0
BM25,temparory hair dyefor kids,B01LTIAUGU,10.415913,9,0
BM25,temparory hair dyefor kids,B085WKD9T3,10.34104,10,0
BM25,tent canopy,B007T0WEKI,22.755635,1,0
BM25,tent canopy,B07B2N58PJ,22.418777,2,0
BM25,tent canopy,B01M6CBZBU,21.372546,3,0
BM25,tent canopy,B07G54PPRF,20.861777,4,0
BM25,tent canopy,B07LGPW59N,19.742567,5,0
BM25,tent canopy,B019XGM9K0,19.363321,6,3
BM25,tent canopy,B074J2DGJH,18.784423,7,0
BM25,tent canopy,B082ZVX5G5,18.734463,8,0
BM25,tent canopy,B094NHBM4Z,18.658994,9,0
BM25,tent canopy,B07NK687ZG,18.624029,10,0
BM25,tent octagon,B01MXZTZH0,15.714204,1,0
BM25,tent octagon,B01N7JSHSG,14.405101,2,0
BM25,tent octagon,B076DM8BLK,13.451295,3,0
BM25,tent octagon,B07ZRGG6Y9,13.254271,4,0
BM25,tent octagon,B07WFNNCH8,12.598286,5,0
BM25,tent octagon,B01GY46QIK,12.438909,6,0
BM25,tent octagon,B088ZLDX5H,12.410519,7,0
BM25,tent octagon,B088YTHQYL,12.410519,8,0
BM25,tent octagon,B0046VJV9A,12.246596,9,0
BM25,tent octagon,B07FKKKX5Q,12.190187,10,0
BM25,tepui rooftop tent,B07D56GTNM,20.030512,1,0
BM25,tepui rooftop tent,B006LA81T0,15.018471,2,0
BM25,tepui rooftop tent,B07ZRGG6Y9,13.254271,3,0
BM25,tepui rooftop tent,B07WFNNCH8,12.598286,4,0
BM25,tepui rooftop tent,B01GY46QIK,12.438909,5,0
BM25,tepui rooftop tent,B088YTHQYL,12.410519,6,0
BM25,tepui rooftop tent,B088ZLDX5H,12.410519,7,0
BM25,tepui rooftop tent,B0046VJV9A,12.246596,8,0
BM25,tepui rooftop tent,B07FKKKX5Q,12.190187,9,0
BM25,tepui rooftop tent,B01M6CBZBU,12.14403,10,0
BM25,tesa tape,B00EH6IZ6Y,25.924575,1,3
BM25,tesa tape,B07C5Q8MTG,16.275499,2,0
BM25,tesa tape,B07QVM39VN,14.4332,3,0
BM25,tesa tape,B09B3B43G4,11.73927,4,0
BM25,tesa tape,B00BD455NE,10.01381,5,0
BM25,tesa tape,B07H2646XM,10.009303,6,0
BM25,tesa tape,B01N5Q3G8H,9.889341,7,0
BM25,tesa tape,B07H897S7R,9.831073,8,0
BM25,tesa tape,B07G2SNBRY,9.720749,9,0
BM25,tesa tape,B07R7KQWFN,9.665503,10,0
BM25,tesla windshield wiper fluid without voc,B0009JKI6I,30.087913,1,0
BM25,tesla windshield wiper fluid without voc,B016NA9Y4S,25.264342,2,0
BM25,tesla windshield wiper fluid without voc,B016NAA0J6,25.264342,3,0
BM25,tesla windshield wiper fluid without voc,B00DYSDSJU,24.53922,4,0
BM25,tesla windshield wiper fluid without voc,B0794X4PPD,17.698997,5,0
BM25,tesla windshield wiper fluid without voc,B06XZZ8YJL,17.182873,6,1
BM25,tesla windshield wiper fluid without voc,B01MR36K8T,16.195773,7,0
BM25,tesla windshield wiper fluid without voc,B09H4526LL,15.849145,8,0
BM25,tesla windshield wiper fluid without voc,B00Q7O7PQA,14.993412,9,0
BM25,tesla windshield wiper fluid without voc,B081ZBDVDD,14.798984,10,0
BM25,teton hydration backpack,B016ZXEDOE,22.450591,1,2
BM25,teton hydration backpack,B0777M9B8M,21.523374,2,0
BM25,teton hydration backpack,B07HGP2W5J,20.93976,3,0
BM25,teton hydration backpack,B01M0WRMYZ,18.673869,4,0
BM25,teton hydration backpack,B07PXJG6NZ,18.077186,5,0
BM25,teton hydration backpack,B000P6DJ8O,17.191732,6,0
BM25,teton hydration backpack,B000F36TM0,17.058065,7,0
BM25,teton hydration backpack,B01C5O9T50,16.694182,8,0
BM25,teton hydration backpack,B01GLGRWCK,15.941069,9,0
BM25,teton hydration backpack,B0761XB2K3,15.666134,10,0
BM25,texas cutting board,B01FWOR75O,25.369776,1,3
BM25,texas cutting board,B087272W77,17.93303,2,0
BM25,texas cutting board,B07FV663LX,17.612937,3,0
BM25,texas cutting board,B08CGRVNJG,17.495034,4,0
BM25,texas cutting board,B004OHZ69A,17.373278,5,0
BM25,texas cutting board,B002ACKG8C,17.037611,6,0
BM25,texas cutting board,B00XAC19YG,16.805927,7,0
BM25,texas cutting board,B08DCS3KTL,16.494676,8,0
BM25,texas cutting board,B014VCAU52,16.442215,9,0
BM25,texas cutting board,B07DP6YTP6,16.329238,10,0
BM25,texas golf,B00HFU9NQ0,23.679978,1,3
BM25,texas golf,B00O8OLQWU,14.944228,2,0
BM25,texas golf,B01M0TVFNU,13.909081,3,0
BM25,texas golf,B08LF4TGS1,13.599667,4,0
BM25,texas golf,B07G2RTNQD,13.095176,5,0
BM25,texas golf,B00IZHQ1J4,13.062955,6,0
BM25,texas golf,B0040FBH1W,12.998985,7,0
BM25,texas golf,B00XOLOOPY,12.810782,8,0
BM25,texas golf,B007WM3MW2,12.508935,9,0
BM25,texas golf,B00UG8TIZ4,12.450264,10,0
BM25,thank you note cards without envelopes,B07QLKHM7T,36.468188,1,2
BM25,thank you note cards without envelopes,B08727F5VK,34.998332,2,0
BM25,thank you note cards without envelopes,B07DKRTRB4,33.377059,3,0
BM25,thank you note cards without envelopes,B07H6749Z8,31.882264,4,0
BM25,thank you note cards without envelopes,B07XQMC5QV,29.597348,5,2
BM25,thank you note cards without envelopes,B07ZRS1S5J,29.471619,6,0
BM25,thank you note cards without envelopes,B08XSHMWD3,29.427837,7,0
BM25,thank you note cards without envelopes,B07FGP2ZH8,28.616017,8,0
BM25,thank you note cards without envelopes,B0791LT1RS,27.504773,9,0
BM25,thank you note cards without envelopes,B00F33SI80,26.307936,10,0
BM25,the all american rejects shirt,B07DDGDP63,18.532506,1,0
BM25,the all american rejects shirt,B08CSF5L2R,18.340288,2,0
BM25,the all american rejects shirt,B0752SPYJ5,17.460265,3,0
BM25,the all american rejects shirt,B07G9NYS46,16.556225,4,0
BM25,the all american rejects shirt,B07DGRXFGH,15.481061,5,0
BM25,the all american rejects shirt,B093T6ZJ9N,15.406747,6,0
BM25,the all american rejects shirt,B07CY493NZ,14.960739,7,0
BM25,the all american rejects shirt,B07BDYN3GF,14.735922,8,0
BM25,the all american rejects shirt,B079L65D1W,14.528656,9,0
BM25,the all american rejects shirt,B07T8JVTWY,14.267068,10,0
BM25,the anxiety and phobia workbook,1641523328,26.479035,1,0
BM25,the anxiety and phobia workbook,1623157803,26.293282,2,2
BM25,the anxiety and phobia workbook,B00K3NCOWQ,22.998621,3,0
BM25,the anxiety and phobia workbook,0982605927,21.414135,4,0
BM25,the anxiety and phobia workbook,0887431453,21.243725,5,0
BM25,the anxiety and phobia workbook,B08K3QF2DS,20.589093,6,0
BM25,the anxiety and phobia workbook,1648766803,20.576287,7,0
BM25,the anxiety and phobia workbook,0205911730,20.318265,8,0
BM25,the anxiety and phobia workbook,B08NJ9C1J8,20.315399,9,0
BM25,the anxiety and phobia workbook,035702107X,19.783925,10,0
BM25,the best solar oval pool covers,B00DWA5RMQ,32.648494,1,0
BM25,the best solar oval pool covers,B00B4HZXFK,28.778918,2,1
BM25,the best solar oval pool covers,B002WKFA0G,25.939222,3,0
BM25,the best solar oval pool covers,B01ERREC82,25.734646,4,0
BM25,the best solar oval pool covers,B0037TS0IU,25.478233,5,0
BM25,the best solar oval pool covers,B00IUIBSWS,24.793802,6,0
BM25,the best solar oval pool covers,B010V0UZ0S,24.76985,7,3
BM25,the best solar oval pool covers,B01LNWAEGS,24.48085,8,0
BM25,the best solar oval pool covers,B07F4R78Z1,24.369761,9,0
BM25,the best solar oval pool covers,B003ZFLALA,24.197494,10,0
BM25,the coming storm michael lewis book,B07TF6WS4D,22.007136,1,0
BM25,the coming storm michael lewis book,B07C9YCW1T,20.5949,2,0
BM25,the coming storm michael lewis book,B00G3MU2FM,20.525754,3,0
BM25,the coming storm michael lewis book,B07VXQVVZP,19.534176,4,0
BM25,the coming storm michael lewis book,019973870X,19.105229,5,0
BM25,the coming storm michael lewis book,B01F9FVMB6,19.028352,6,0
BM25,the coming storm michael lewis book,B0089LOLHA,18.574428,7,0
BM25,the coming storm michael lewis book,B07DRNFZ9S,17.548907,8,0
BM25,the coming storm michael lewis book,B011SVORVW,17.273568,9,0
BM25,the coming storm michael lewis book,B08JGCTCGY,17.137338,10,0
BM25,the echo dot,B07KP8YQ59,28.867989,1,0
BM25,the echo dot,B06XX24YWT,27.771797,2,0
BM25,the echo dot,B087NDB89F,27.638846,3,0
BM25,the echo dot,B0814YGC6J,27.198454,4,0
BM25,the echo dot,B083SB6RHQ,26.973861,5,0
BM25,the echo dot,B08D7K9BRS,26.826087,6,0
BM25,the echo dot,B07P937DSZ,26.429656,7,0
BM25,the echo dot,B07P6T8J87,26.429656,8,0
BM25,the echo dot,B08PKCQVPK,26.320871,9,0
BM25,the echo dot,B07C6NVL4J,25.579312,10,0
BM25,the family tree italian genealogy guide,1440349061,35.912999,1,0
BM25,the family tree italian genealogy guide,B0812GV61F,19.949905,2,0
BM25,the family tree italian genealogy guide,0375823794,18.886168,3,0
BM25,the family tree italian genealogy guide,1973993686,18.29921,4,0
BM25,the family tree italian genealogy guide,B01EFX6VMS,17.702203,5,0
BM25,the family tree italian genealogy guide,B017L2TGTK,17.411437,6,0
BM25,the family tree italian genealogy guide,B07D6PPBV3,17.348456,7,0
BM25,the family tree italian genealogy guide,B001H0FI0O,17.261359,8,0
BM25,the family tree italian genealogy guide,B07D6P4MPL,17.206947,9,0
BM25,the family tree italian genealogy guide,B009Q9FC54,17.193897,10,2
BM25,the frame tv 55,B08ZMFM1TL,22.524437,1,0
BM25,the frame tv 55,B08BWBSL5D,20.036164,2,2
BM25,the frame tv 55,B07FZVQLPW,19.348345,3,0
BM25,the frame tv 55,B07VKHNKCV,19.333797,4,0
BM25,the frame tv 55,B07G4MCW3T,18.937108,5,0
BM25,the frame tv 55,B07QPN46QN,18.832347,6,0
BM25,the frame tv 55,B08QXFT4M9,18.660074,7,0
BM25,the frame tv 55,B01JROIMM2,18.207246,8,0
BM25,the frame tv 55,B07JJZPZNS,18.104907,9,0
BM25,the frame tv 55,B0845TZWDW,17.660651,10,0
BM25,the ghost and mrs. muir,B009J9BF3O,22.888671,1,0
BM25,the ghost and mrs. muir,B01G2F0LPU,22.68815,2,0
BM25,the ghost and mrs. muir,B000S5VEA2,22.517915,3,0
BM25,the ghost and mrs. muir,B07JMVMHKP,22.10209,4,0
BM25,the ghost and mrs. muir,B01IQ9R37E,22.020135,5,0
BM25,the ghost and mrs. muir,B001PMR2KI,21.859214,6,0
BM25,the ghost and mrs. muir,B07L6JFK8F,21.507351,7,0
BM25,the ghost and mrs. muir,B07NRT576H,21.296254,8,0
BM25,the ghost and mrs. muir,B07FYQ3WJR,21.28867,9,0
BM25,the ghost and mrs. muir,B00XLTUWQE,20.88228,10,0
BM25,the hamilton papers,B07T7H66XD,17.737864,1,0
BM25,the hamilton papers,1501166344,17.636566,2,0
BM25,the hamilton papers,B00EI7DPPI,17.625346,3,0
BM25,the hamilton papers,1982033681,17.570542,4,3
BM25,the hamilton papers,B005EPRF1I,17.43237,5,0
BM25,the hamilton papers,B00QNUCRW0,17.407351,6,0
BM25,the hamilton papers,B07ZV7MLDR,17.232013,7,0
BM25,the hamilton papers,B01N7VIDWY,17.16078,8,0
BM25,the hamilton papers,0143034758,16.760198,9,0
BM25,the hamilton papers,B000ON9TKU,16.147264,10,0
BM25,the help dvd,B009PPFMPY,17.450447,1,0
BM25,the help dvd,B07YBFQHB5,16.472176,2,0
BM25,the help dvd,B08ZNBWCYZ,16.166564,3,0
BM25,the help dvd,B079DXL5PG,15.82881,4,0
BM25,the help dvd,B07CV9J2VQ,15.564234,5,0
BM25,the help dvd,B07FZVBRDW,15.270132,6,0
BM25,the help dvd,B002C07AU4,15.132785,7,0
BM25,the help dvd,B0096F6ZGS,15.123347,8,0
BM25,the help dvd,B079Q8K36J,14.936462,9,0
BM25,the help dvd,B07PY75JFX,14.754477,10,0
BM25,the honey pot feminine wash,B08W6CKYCT,18.382685,1,0
BM25,the honey pot feminine wash,B01LYE9PBM,18.077964,2,0
BM25,the honey pot feminine wash,B017TRQWLC,18.052543,3,0
BM25,the honey pot feminine wash,B017TRQYJM,17.858916,4,0
BM25,the honey pot feminine wash,B00LXF0X12,17.620382,5,0
BM25,the honey pot feminine wash,B07FMK6C2S,17.595233,6,0
BM25,the honey pot feminine wash,B004F1LNDI,17.047815,7,0
BM25,the honey pot feminine wash,B08846BR7M,16.924244,8,0
BM25,the honey pot feminine wash,B07R2F57V6,16.648205,9,0
BM25,the honey pot feminine wash,B07C1YFR5C,16.566966,10,0
BM25,the inn patterson,0316392189,23.742426,1,0
BM25,the inn patterson,B072XXL9GF,21.872109,2,0
BM25,the inn patterson,B01MT40IAE,16.134985,3,0
BM25,the inn patterson,B08NYSYKNZ,15.954482,4,0
BM25,the inn patterson,B000FA5Q2M,14.756974,5,2
BM25,the inn patterson,B096L4BF6Y,13.39937,6,0
BM25,the inn patterson,9123968818,12.819174,7,0
BM25,the inn patterson,B07R2K5JY9,5.917867,8,0
BM25,the inn patterson,B07T2H5S6N,5.909858,9,0
BM25,the inn patterson,B08DNFDB7D,5.896206,10,0
BM25,the killing,B008XKY53C,20.709308,1,0
BM25,the killing,1627797041,18.026242,2,0
BM25,the killing,B0045XF6AM,17.493897,3,0
BM25,the killing,0307352129,15.519757,4,0
BM25,the killing,B001DA9S90,15.500339,5,0
BM25,the killing,B01DIOY0S2,15.336763,6,0
BM25,the killing,B002DYMB58,13.070911,7,0
BM25,the killing,B002OHE7Z6,12.908863,8,0
BM25,the killing,B086339RQS,12.856341,9,0
BM25,the killing,B005G3PWDQ,12.811329,10,0
BM25,the message bible for women,1577946634,23.24087,1,0
BM25,the message bible for women,B01N5VEPNQ,22.935162,2,0
BM25,the message bible for women,B00IV3836G,21.935717,3,0
BM25,the message bible for women,B08QNLWFJB,21.488198,4,0
BM25,the message bible for women,B07Z3ZKTHY,21.369287,5,0
BM25,the message bible for women,B07TRWCXVZ,21.132628,6,0
BM25,the message bible for women,1945179481,20.164263,7,0
BM25,the message bible for women,B07HRVGJ34,19.949296,8,0
BM25,the message bible for women,0840727917,19.630324,9,0
BM25,the message bible for women,B07D6FRQ26,19.624822,10,0
BM25,the office complete series prime video,B00N28818A,22.313147,1,0
BM25,the office complete series prime video,B07ZRMS16C,20.376917,2,0
BM25,the office complete series prime video,B0828F15L6,20.376917,3,0
BM25,the office complete series prime video,B07L192SQR,20.058356,4,0
BM25,the office complete series prime video,1496018958,19.210521,5,0
BM25,the office complete series prime video,B0892R1NMX,18.596316,6,0
BM25,the office complete series prime video,B07J33MNCV,18.511087,7,0
BM25,the office complete series prime video,B07FYL7BVK,18.362478,8,0
BM25,the office complete series prime video,B07HDBZN7Q,18.309271,9,0
BM25,the office complete series prime video,B083QZPWMR,18.263506,10,0
BM25,the outsider,B0085OKKNA,21.657792,1,3
BM25,the outsider,B071Z8D1F8,21.251394,2,0
BM25,the outsider,B07NBS2F36,15.579992,3,0
BM25,the outsider,B07R2K5JY9,5.917867,4,0
BM25,the outsider,B07T2H5S6N,5.909858,5,0
BM25,the outsider,B08DNFDB7D,5.896206,6,0
BM25,the outsider,B07CTP4355,5.894679,7,0
BM25,the outsider,B0777V8SNW,5.887198,8,0
BM25,the outsider,B005FDDJT6,5.87884,9,0
BM25,the outsider,B00EVBZSVA,5.856631,10,0
BM25,the romantic period,B074ZY7L88,16.608365,1,0
BM25,the romantic period,B07V866K8Y,15.69747,2,0
BM25,the romantic period,B07K5XBDYM,14.624957,3,0
BM25,the romantic period,B014K2U3LE,14.350786,4,1
BM25,the romantic period,B07SSWQY63,13.809797,5,0
BM25,the romantic period,B000052XHI,13.782808,6,0
BM25,the romantic period,B07919TQ7M,13.658533,7,0
BM25,the romantic period,1285446178,13.558935,8,0
BM25,the romantic period,B08JCJRYW7,13.474261,9,0
BM25,the romantic period,B087CXTL7W,13.3493,10,0
BM25,the sandlot costume,B07DDDVX3K,14.456277,1,0
BM25,the sandlot costume,B08BW713XG,14.261015,2,0
BM25,the sandlot costume,B00AZGFMVQ,14.167983,3,0
BM25,the sandlot costume,B07HQ9L1P5,14.001254,4,0
BM25,the sandlot costume,B06XKMP9KX,13.927562,5,0
BM25,the sandlot costume,B000ZKPOTM,13.913702,6,0
BM25,the sandlot costume,B07Q5HBH3H,13.856735,7,0
BM25,the sandlot costume,B076DLDYDB,13.831237,8,0
BM25,the sandlot costume,B07D6YMWM3,13.794802,9,0
BM25,the sandlot costume,B07KW55KVY,13.77732,10,0
BM25,the tick shower curtain,B081NHQ3FH,25.915519,1,0
BM25,the tick shower curtain,B07SFHTXN2,25.599746,2,0
BM25,the tick shower curtain,B01EQ7NT8W,25.250497,3,0
BM25,the tick shower curtain,B074W7K55F,25.103002,4,0
BM25,the tick shower curtain,B081YRV2J9,25.063019,5,0
BM25,the tick shower curtain,B07HG2XV23,24.983763,6,0
BM25,the tick shower curtain,B074W7JS35,24.534561,7,0
BM25,the tick shower curtain,B00KV36YQK,24.51172,8,0
BM25,the tick shower curtain,B00I2HY3GA,24.481154,9,0
BM25,the tick shower curtain,B01N0ZP43Q,24.416929,10,0
BM25,theordinary squalane,B07ZS448P2,18.196938,1,2
BM25,theordinary squalane,B07M7C2MPJ,13.104796,2,0
BM25,theordinary squalane,B07NSH2B4D,11.037148,3,0
BM25,theordinary squalane,B07NZSG4DW,10.158233,4,0
BM25,theordinary squalane,B07H23DNXJ,8.654292,5,0
BM25,theordinary squalane,B088C6CKHX,7.734898,6,0
BM25,theordinary squalane,B00LQA5Y4K,0.0,7,0
BM25,theordinary squalane,B07B41FL3L,0.0,8,0
BM25,theordinary squalane,1771642483,0.0,9,0
BM25,theordinary squalane,B00K6Q16GA,0.0,10,0
BM25,there is no me without you,B00QN6G00E,26.548938,1,3
BM25,there is no me without you,B07JJ1N7R6,18.367211,2,0
BM25,there is no me without you,B07RYM3ZMC,15.902106,3,0
BM25,there is no me without you,B07CPMTVFC,15.612667,4,0
BM25,there is no me without you,B076LY5VZC,15.345816,5,0
BM25,there is no me without you,B07Z415G92,15.201146,6,0
BM25,there is no me without you,B07GRXJ69H,15.09376,7,0
BM25,there is no me without you,B076B2NRMF,15.089655,8,0
BM25,there is no me without you,B07SSGDWXH,14.629654,9,0
BM25,there is no me without you,B08F43SNBS,14.446079,10,0
BM25,thermal gloves women,B07V6QN4X4,18.593748,1,0
BM25,thermal gloves women,B00AAJIN6O,17.884231,2,0
BM25,thermal gloves women,B06XYTSHP8,16.76373,3,0
BM25,thermal gloves women,B07G1F9WY1,16.560801,4,3
BM25,thermal gloves women,B07B4BDVVQ,15.776144,5,0
BM25,thermal gloves women,B079KN5CBJ,15.210885,6,0
BM25,thermal gloves women,B07Q1GP3BQ,14.999193,7,0
BM25,thermal gloves women,B07T22W9Y6,14.724722,8,0
BM25,thermal gloves women,B07WW2ZV4V,14.707658,9,0
BM25,thermal gloves women,B00LP599KG,14.699085,10,0
BM25,thermaltake core p7,B01N9UPE53,25.149953,1,1
BM25,thermaltake core p7,B074SD6LH3,16.568908,2,0
BM25,thermaltake core p7,B07FDJ2HCN,14.114335,3,0
BM25,thermaltake core p7,B07NRQ8HG8,13.568762,4,0
BM25,thermaltake core p7,B07SL9NFVS,13.211295,5,0
BM25,thermaltake core p7,B084RSCFD4,12.991275,6,0
BM25,thermaltake core p7,B084JDV3Z6,11.990934,7,0
BM25,thermaltake core p7,B07X5CGL3T,9.461508,8,0
BM25,thermaltake core p7,B07LD7B766,8.873006,9,0
BM25,thermaltake core p7,B0161ZD3KG,8.79763,10,0
BM25,thermos pro meat thermometer,B00S93EQUK,22.922806,1,0
BM25,thermos pro meat thermometer,B07VQCC6RP,21.96057,2,0
BM25,thermos pro meat thermometer,B01M27OR8I,18.781249,3,0
BM25,thermos pro meat thermometer,B07FMPP2WL,17.007839,4,0
BM25,thermos pro meat thermometer,B017N33OSG,16.008481,5,0
BM25,thermos pro meat thermometer,B016UJHAAM,15.032625,6,0
BM25,thermos pro meat thermometer,B07TCS57YZ,14.711478,7,0
BM25,thermos pro meat thermometer,B00D74GID4,14.624802,8,0
BM25,thermos pro meat thermometer,B0000644AF,14.600452,9,0
BM25,thermos pro meat thermometer,B082PJBY1D,14.170992,10,0
BM25,thighmaster,B00LQA5Y4K,0.0,1,0
BM25,thighmaster,B07B41FL3L,0.0,2,0
BM25,thighmaster,1771642483,0.0,3,0
BM25,thighmaster,B00K6Q16GA,0.0,4,0
BM25,thighmaster,B098DYQKZ7,0.0,5,0
BM25,thighmaster,B07RW3WSVC,0.0,6,0
BM25,thighmaster,B0823C5G5B,0.0,7,0
BM25,thighmaster,B0797ZCKW3,0.0,8,0
BM25,thighmaster,B07YLM1ZC9,0.0,9,0
BM25,thighmaster,B000TZ5BZK,0.0,10,0
BM25,thing 1 kids shirt,B07DJ1CS58,14.805327,1,0
BM25,thing 1 kids shirt,B01CO5M30I,13.942271,2,1
BM25,thing 1 kids shirt,B07N98WV2T,12.966469,3,0
BM25,thing 1 kids shirt,B07LB4L3L7,12.780006,4,0
BM25,thing 1 kids shirt,B07DGRXFGH,12.697199,5,0
BM25,thing 1 kids shirt,B07D4BVC11,12.498126,6,0
BM25,thing 1 kids shirt,B07B6YBKYX,12.389964,7,0
